,order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,store_missing_flag,cost_price,profit
720,O00691,2024-10-29,C0596,P1073,692.0,In-Store,1,14.14,0.05,13.43,0,7.31,6.12
721,O00692,2025-11-28,C0033,P0816,693.0,In-Store,2,235.03,0.1,423.05,0,146.6,129.85000000000002
722,O00693,2024-05-08,C0277,P1133,694.0,In-Store,1,53.96,0.0,53.96,0,44.43,9.530000000000001
723,O00694,2025-02-19,C0057,P0914,695.0,In-Store,3,254.74,0.05,726.01,0,196.96,135.13
724,O00695,2024-05-07,C0757,P0374,696.0,In-Store,1,190.53,0.05,181.0,0,98.1,82.9
725,O00696,2024-12-20,C0734,P0934,697.0,Online,1,285.28,0.1,256.75,0,152.76,103.99000000000001
726,O00697,2025-10-26,C0093,P0389,698.0,In-Store,3,277.24,0.0,831.72,0,154.95,366.87000000000006
727,O00698,2025-05-04,C0135,P1070,699.0,In-Store,1,20.86,0.05,19.82,0,15.59,4.23
728,O00699,2025-10-13,C0779,P1190,700.0,In-Store,1,305.51,0.0,305.51,0,181.82,123.69
729,O00700,2025-09-26,C0649,P0149,701.0,Online,1,29.42,0.0,29.42,0,22.17,7.25
730,O00701,2024-05-20,C0487,P0404,702.0,Online,3,233.86,0.05,666.5,0,170.62,154.64
731,O00702,2024-06-28,C0307,P1165,703.0,Online,1,111.55,0.2,89.24,0,73.86,15.379999999999995
732,O00703,2024-11-09,C0114,P0906,704.0,In-Store,1,269.33,0.2,215.46,0,150.49,64.97
733,O00704,2024-11-20,C0257,P0833,705.0,In-Store,1,213.73,0.05,203.04,0,141.16,61.879999999999995
734,O00705,2024-12-28,C0494,P1053,706.0,Online,2,94.13,0.1,169.43,0,74.28,20.870000000000005
735,O00706,2025-12-21,C0544,P0509,707.0,In-Store,3,222.66,0.1,601.18,0,126.99,220.20999999999998
736,O00707,2025-04-21,C0114,P0373,708.0,In-Store,1,124.26,0.2,99.41,0,105.48,-6.070000000000007
737,O00708,2025-03-22,C0183,P0134,709.0,In-Store,1,249.13,0.1,224.22,0,182.16,42.06
738,O00709,2024-09-12,C0453,P0701,710.0,In-Store,3,94.74,0.05,270.01,0,83.67,19.0
739,O00710,2025-01-12,C0111,P0474,711.0,Online,1,140.16,0.1,126.14,0,80.82,45.32000000000001
740,O00711,2024-05-08,C0543,P0966,712.0,Online,1,159.24,0.1,143.32,0,81.86,61.459999999999994
741,O00712,2024-10-04,C0215,P1169,713.0,In-Store,2,50.9,0.05,96.71,0,33.85,29.00999999999999
742,O00713,2025-10-12,C0405,P0351,714.0,In-Store,2,170.33,0.05,323.63,0,106.14,111.35
743,O00714,2024-05-25,C0528,P0970,715.0,In-Store,1,144.34,0.2,115.47,0,87.38,28.090000000000003
744,O00715,2024-05-05,C0275,P0468,716.0,In-Store,2,146.22,0.1,263.2,0,97.85,67.5
745,O00716,2024-05-01,C0313,P0683,717.0,In-Store,1,27.06,0.1,24.35,0,14.77,9.580000000000002
746,O00717,2025-05-05,C0435,P1153,718.0,In-Store,1,152.8,0.0,152.8,0,103.2,49.60000000000001
747,O00718,2024-08-10,C0413,P0113,719.0,In-Store,2,238.0,0.05,452.2,0,128.94,194.32
748,O00719,2025-08-03,C0785,P0561,720.0,Online,1,182.85,0.05,173.71,0,137.05,36.66
749,O00720,2025-10-31,C0733,P0524,721.0,Online,2,301.16,0.1,542.09,0,153.73,234.63000000000005
750,O00721,2024-06-14,C0437,P0783,722.0,In-Store,2,59.11,0.05,112.31,0,41.45,29.409999999999997
751,O00722,2025-02-16,C0632,P1030,723.0,In-Store,1,115.95,0.0,115.95,0,100.06,15.89
752,O00723,2025-10-08,C0164,P0666,724.0,In-Store,2,78.53,0.2,125.65,0,65.86,-6.069999999999993
753,O00724,2024-07-26,C0047,P0798,725.0,In-Store,1,97.75,0.2,78.2,0,54.63,23.57
754,O00725,2025-07-18,C0621,P0410,726.0,In-Store,1,244.31,0.0,244.31,0,174.55,69.75999999999999
755,O00725,2025-07-18,C0621,P0410,726.0,In-Store,1,244.31,0.0,244.31,0,174.55,69.75999999999999
756,O00726,2024-06-20,C0282,P1101,727.0,In-Store,2,27.41,0.1,49.34,0,17.28,14.780000000000001
757,O00727,2025-08-06,C0137,P0151,728.0,In-Store,2,176.17,0.2,281.87,0,106.1,69.67000000000002
758,O00728,2024-10-10,C0154,P0595,729.0,Online,1,277.06,0.05,263.21,0,158.47,104.73999999999998
759,O00728,2024-10-10,C0154,P0595,729.0,Online,1,277.06,0.05,263.21,0,158.47,104.73999999999998
760,O00729,2025-11-11,C0448,P0502,730.0,In-Store,2,256.28,0.1,461.3,0,165.85,129.60000000000002
761,O00730,2025-06-27,C0298,P0044,731.0,Online,2,22.6,0.0,45.2,0,14.78,15.640000000000004
762,O00731,2025-04-12,C0716,P0642,732.0,In-Store,1,258.83,0.2,207.06,0,171.06,36.0
763,O00732,2024-08-21,C0219,P0377,733.0,In-Store,3,119.09,0.2,285.82,0,95.75,-1.4300000000000068
764,O00733,2024-06-07,C0203,P0530,734.0,Online,1,274.32,0.0,274.32,0,147.34,126.97999999999999
765,O00734,2024-09-05,C0657,P0841,735.0,In-Store,2,101.01,0.2,161.62,0,53.94,53.74000000000001
766,O00735,2024-06-03,C0541,P0123,736.0,In-Store,3,159.16,0.1,429.73,0,112.93,90.94
767,O00736,2025-01-17,C0447,P0065,737.0,In-Store,1,103.15,0.1,92.84,0,57.03,35.81
768,O00737,2025-06-04,C0503,P0578,738.0,In-Store,1,178.32,0.0,178.32,0,133.09,45.22999999999999
769,O00738,2025-11-09,C0578,P0188,739.0,In-Store,1,302.59,0.0,302.59,0,172.73,129.85999999999999
770,O00738,2025-11-09,C0578,P0188,739.0,In-Store,1,302.59,0.0,302.59,0,172.73,129.85999999999999
771,O00739,2025-07-01,C0525,P0179,740.0,In-Store,1,82.77,0.05,78.63,0,51.26,27.369999999999997
772,O00740,2025-06-17,C0785,P0882,741.0,In-Store,3,165.62,0.2,397.49,0,129.51,8.960000000000036
773,O00741,2025-06-05,C0756,P0311,742.0,In-Store,1,248.9,0.05,236.45,0,159.77,76.67999999999998
774,O00742,2024-06-16,C0347,P0929,743.0,In-Store,1,34.13,0.2,27.3,0,18.97,8.330000000000002
775,O00743,2025-03-07,C0411,P1177,744.0,Online,2,59.49,0.2,95.18,0,42.92,9.340000000000003
776,O00744,2025-02-06,C0230,P0660,745.0,In-Store,1,161.23,0.05,153.17,0,128.05,25.119999999999976
777,O00745,2025-02-08,C0786,P0668,746.0,In-Store,1,153.87,0.05,146.18,0,89.56,56.620000000000005
778,O00746,2025-08-14,C0588,P0726,747.0,In-Store,2,268.98,0.05,511.06,0,185.66,139.74
779,O00747,2025-03-22,C0151,P0422,748.0,In-Store,1,221.49,0.0,221.49,0,169.3,52.19
780,O00748,2024-12-30,C0040,P0260,749.0,In-Store,1,116.29,0.1,104.66,0,104.16,0.5
781,O00749,2024-08-03,C0235,P0427,750.0,Online,1,219.82,0.05,208.83,0,163.97,44.860000000000014
782,O00750,2025-02-05,C0277,P0477,751.0,In-Store,1,202.25,0.1,182.03,0,124.21,57.82000000000001
783,O00751,2025-04-04,C0450,P0252,752.0,In-Store,2,231.15,0.0,462.3,0,196.57,69.16000000000003
784,O00752,2025-10-18,C0761,P0427,753.0,In-Store,3,219.82,0.2,527.57,0,163.97,35.66000000000008
785,O00753,2025-10-15,C0210,P0779,754.0,In-Store,2,113.02,0.0,226.04,0,78.45,69.13999999999999
786,O00754,2025-10-01,C0518,P1184,755.0,In-Store,2,32.67,0.05,62.07,0,22.25,17.57
787,O00755,2025-02-07,C0123,P1001,756.0,In-Store,2,125.39,0.1,225.7,0,71.57,82.56
788,O00756,2025-09-25,C0215,P0185,757.0,In-Store,1,189.67,0.2,151.74,0,150.76,0.9800000000000182
789,O00757,2025-06-25,C0114,P0935,758.0,Online,3,367.55,0.2,882.12,0,190.04,312.0
790,O00758,2024-07-06,C0409,P0204,759.0,In-Store,2,200.67,0.1,361.21,0,110.34,140.52999999999997
791,O00759,2025-08-31,C0444,P0615,760.0,Online,3,92.09,0.0,276.27,0,63.28,86.42999999999998
792,O00760,2024-05-06,C0399,P0965,761.0,Online,1,264.41,0.1,237.97,0,178.08,59.889999999999986
793,O00761,2024-05-12,C0331,P0092,762.0,Online,3,210.05,0.05,598.64,0,179.14,61.22000000000003
794,O00762,2025-08-23,C0009,P0262,763.0,In-Store,2,48.1,0.2,76.96,0,35.21,6.539999999999992
795,O00763,2025-03-18,C0062,P0498,764.0,In-Store,2,35.81,0.1,64.46,0,19.73,24.999999999999993
796,O00763,2025-03-18,C0062,P0498,764.0,In-Store,2,35.81,0.1,64.46,0,19.73,24.999999999999993
797,O00764,2024-09-23,C0424,P0322,765.0,In-Store,2,40.71,0.05,77.35,0,20.84,35.669999999999995
798,O00765,2024-05-13,C0684,P0371,766.0,In-Store,1,229.56,0.0,229.56,0,131.42,98.14000000000001
799,O00766,2025-03-26,C0030,P1018,767.0,Online,3,167.01,0.2,400.82,0,129.58,12.079999999999984
800,O00767,2025-04-22,C0271,P0657,768.0,Online,2,29.04,0.0,58.08,0,15.54,27.0
801,O00767,2025-04-22,C0271,P0657,768.0,Online,2,29.04,0.0,58.08,0,15.54,27.0
802,O00768,2024-09-11,C0481,P0070,769.0,In-Store,1,235.0,0.2,188.0,0,176.02,11.97999999999999
803,O00769,2024-10-27,C0386,P1075,770.0,Online,1,285.01,0.0,285.01,0,191.46,93.54999999999998
804,O00770,2024-06-14,C0228,P0188,771.0,In-Store,1,302.59,0.0,302.59,0,172.73,129.85999999999999
805,O00770,2024-06-14,C0228,P0188,771.0,In-Store,1,302.59,0.0,302.59,0,172.73,129.85999999999999
806,O00771,2025-02-15,C0475,P0850,772.0,In-Store,2,321.09,0.2,513.74,0,178.1,157.54000000000002
807,O00772,2025-03-12,C0617,P0001,773.0,In-Store,1,13.26,0.1,11.93,0,11.2,0.7300000000000004
808,O00773,2025-11-17,C0672,P1105,774.0,In-Store,3,14.96,0.0,44.88,0,12.19,8.310000000000002
809,O00774,2025-02-16,C0766,P1169,775.0,Online,1,50.9,0.05,48.35,0,33.85,14.5
810,O00775,2025-10-08,C0146,P0461,776.0,In-Store,2,201.11,0.0,402.22,0,111.01,180.20000000000002
811,O00776,2025-09-04,C0289,P0215,777.0,Online,1,203.42,0.1,183.08,0,147.27,35.81
812,O00777,2025-03-21,C0675,P0616,778.0,In-Store,2,285.94,0.1,514.69,0,190.1,134.49000000000007
813,O00778,2025-01-31,C0134,P0671,779.0,In-Store,1,50.49,0.05,47.97,0,29.02,18.95
814,O00779,2024-10-16,C0035,P0788,780.0,In-Store,2,154.9,0.05,294.31,0,105.74,82.83000000000001
815,O00780,2025-03-20,C0014,P0292,781.0,In-Store,1,106.04,0.05,100.74,0,58.28,42.459999999999994
816,O00781,2024-10-15,C0330,P0023,782.0,In-Store,3,97.03,0.1,261.98,0,77.91,28.25000000000003
817,O00782,2025-01-07,C0591,P0830,783.0,In-Store,3,200.01,0.2,480.02,0,100.71,177.89
818,O00783,2025-11-11,C0558,P0900,784.0,Online,2,18.92,0.1,34.06,0,14.57,4.920000000000002
819,O00784,2025-04-04,C0526,P0690,785.0,In-Store,1,140.54,0.05,133.51,0,86.13,47.379999999999995
820,O00785,2025-03-29,C0499,P1124,786.0,In-Store,2,67.07,0.1,120.73,0,39.38,41.97
821,O00785,2025-03-29,C0499,P1124,786.0,In-Store,2,67.07,0.1,120.73,0,39.38,41.97
822,O00786,2025-04-09,C0269,P0129,787.0,In-Store,1,27.78,0.0,27.78,0,25.0,2.780000000000001
823,O00787,2025-02-25,C0129,P0193,788.0,Online,2,62.96,0.2,100.74,0,32.26,36.22
824,O00788,2024-07-11,C0123,P1127,789.0,In-Store,3,119.95,0.1,323.87,0,99.59,25.100000000000023
825,O00789,2025-01-28,C0446,P1133,790.0,In-Store,3,53.96,0.05,153.79,0,44.43,20.5
826,O00790,2025-01-20,C0523,P0399,791.0,Online,1,64.47,0.05,61.25,0,32.33,28.92
827,O00791,2025-10-27,C0203,P0724,792.0,In-Store,2,171.56,0.05,325.96,0,151.95,22.060000000000002
828,O00792,2024-10-13,C0543,P1075,793.0,Online,1,285.01,0.1,256.51,0,191.46,65.04999999999998
829,O00793,2025-03-26,C0710,P1087,794.0,Online,2,36.72,0.05,69.77,0,18.53,32.709999999999994
830,O00794,2024-10-07,C0169,P0463,795.0,In-Store,2,192.98,0.05,366.66,0,114.83,137.00000000000003
831,O00795,2024-07-12,C0624,P0868,796.0,In-Store,1,207.53,0.0,207.53,0,131.45,76.08000000000001
832,O00796,2024-12-30,C0410,P0607,797.0,In-Store,1,12.56,0.2,10.05,0,10.02,0.030000000000001137
833,O00797,2025-03-27,C0479,P0659,798.0,Online,10,218.6,0.1,1967.4,0,173.17,235.70000000000027
834,O00798,2025-05-08,C0257,P1138,799.0,In-Store,1,111.59,0.0,111.59,0,68.82,42.77000000000001
835,O00799,2024-11-01,C0420,P0287,800.0,Online,1,300.41,0.05,285.39,0,196.26,89.13
836,O00800,2025-10-29,C0248,P0801,801.0,In-Store,2,38.24,0.2,61.18,0,25.78,9.619999999999997
837,O00801,2024-10-04,C0198,P0509,802.0,In-Store,2,222.66,0.05,423.05,0,126.99,169.07000000000002
838,O00802,2025-09-18,C0282,P0287,803.0,In-Store,1,300.41,0.05,285.39,0,196.26,89.13
839,O00803,2024-06-18,C0145,P0564,804.0,In-Store,1,331.22,0.0,331.22,0,166.92,164.30000000000004
840,O00804,2024-05-22,C0536,P0210,805.0,In-Store,3,193.02,0.2,463.25,0,100.6,161.45000000000005
841,O00805,2024-12-17,C0448,P0611,806.0,In-Store,3,121.34,0.2,291.22,0,90.75,18.970000000000027
842,O00806,2025-04-28,C0772,P0699,807.0,In-Store,1,30.55,0.0,30.55,0,20.37,10.18
843,O00807,2024-10-06,C0261,P0231,808.0,In-Store,1,103.03,0.05,97.88,0,60.23,37.65
844,O00808,2025-02-12,C0708,P0997,809.0,In-Store,2,173.8,0.0,347.6,0,95.65,156.3
845,O00809,2025-01-06,C0749,P0742,810.0,Online,1,237.5,0.2,190.0,0,189.9,0.09999999999999432
846,O00810,2025-01-26,C0442,P0863,811.0,Online,1,109.7,0.0,109.7,0,72.06,37.64
847,O00811,2025-05-16,C0286,P0564,812.0,In-Store,2,331.22,0.1,596.2,0,166.92,262.36000000000007
848,O00812,2025-06-02,C0257,P0730,813.0,Online,1,179.11,0.0,179.11,0,148.34,30.77000000000001
849,O00813,2025-07-12,C0497,P0497,814.0,In-Store,3,54.61,0.2,131.06,0,32.72,32.900000000000006
850,O00814,2024-07-26,C0106,P0999,815.0,In-Store,2,185.46,0.2,296.74,0,139.55,17.639999999999986
851,O00815,2024-08-25,C0683,P0783,816.0,Online,1,59.11,0.0,59.11,0,41.45,17.659999999999997
852,O00816,2024-06-27,C0059,P0201,817.0,In-Store,1,63.7,0.05,60.52,0,52.5,8.020000000000003
853,O00817,2025-12-09,C0688,P0863,818.0,In-Store,1,109.7,0.0,109.7,0,72.06,37.64
854,O00818,2025-08-24,C0373,P0901,819.0,In-Store,1,257.18,0.0,257.18,0,132.87,124.31
855,O00819,2024-05-04,C0643,P0884,820.0,In-Store,3,173.32,0.05,493.96,0,119.02,136.89999999999998
856,O00820,2024-05-19,C0024,P0673,821.0,Online,2,17.35,0.2,27.76,0,14.41,-1.0599999999999987
857,O00821,2024-12-28,C0746,P0935,822.0,In-Store,2,367.55,0.1,661.59,0,190.04,281.51000000000005
858,O00822,2024-09-16,C0352,P0721,823.0,In-Store,2,255.39,0.1,459.7,0,162.62,134.45999999999998
859,O00823,2024-10-16,C0048,P0664,824.0,In-Store,1,191.74,0.1,172.57,0,109.09,63.47999999999999
860,O00824,2025-07-27,C0164,P0428,825.0,In-Store,2,290.61,0.1,523.1,0,192.06,138.98000000000002
861,O00825,2025-07-22,C0771,P0713,826.0,In-Store,1,175.75,0.2,140.6,0,139.9,0.6999999999999886
862,O00826,2025-03-18,C0341,P0720,827.0,In-Store,2,246.29,0.05,467.95,0,153.35,161.25
863,O00827,2024-06-03,C0313,P0207,828.0,In-Store,1,176.19,0.2,140.95,0,97.87,43.079999999999984
864,O00828,2025-06-06,C0509,P0381,829.0,In-Store,1,169.3,0.1,152.37,0,107.47,44.900000000000006
865,O00829,2024-09-06,C0497,P0718,830.0,In-Store,1,73.4,0.1,66.06,0,44.17,21.89
866,O00830,2025-07-04,C0172,P0661,831.0,Online,2,104.14,0.05,197.87,0,58.34,81.19
867,O00831,2024-09-02,C0518,P1147,832.0,Online,2,262.37,0.05,498.5,0,151.81,194.88
868,O00832,2025-01-02,C0712,P0155,833.0,Online,1,114.52,0.0,114.52,0,94.98,19.539999999999992
869,O00833,2025-01-19,C0679,P0828,834.0,In-Store,1,33.22,0.1,29.9,0,28.38,1.5199999999999996
870,O00834,2024-08-09,C0406,P0272,835.0,In-Store,1,43.92,0.1,39.53,0,22.88,16.650000000000002
871,O00835,2024-09-03,C0084,P0663,836.0,In-Store,1,164.71,0.0,164.71,0,83.66,81.05000000000001
872,O00836,2025-02-27,C0158,P0560,837.0,Online,2,59.02,0.05,112.14,0,33.92,44.3
873,O00837,2024-09-22,C0224,P0502,838.0,In-Store,1,256.28,0.05,243.47,0,165.85,77.62
874,O00838,2025-04-11,C0303,P0499,839.0,In-Store,1,265.43,0.2,212.34,0,140.47,71.87
875,O00839,2024-10-27,C0424,P1139,840.0,In-Store,1,222.83,0.05,211.69,0,196.14,15.550000000000011
876,O00840,2025-06-08,C0531,P1189,841.0,In-Store,1,252.18,0.2,201.74,0,132.49,69.25
877,O00841,2024-06-13,C0723,P0745,842.0,In-Store,1,16.81,0.2,13.45,0,9.63,3.8199999999999985
878,O00842,2025-04-03,C0240,P0655,843.0,In-Store,1,25.85,0.05,24.56,0,15.47,9.089999999999998
879,O00843,2024-10-02,C0719,P0505,844.0,In-Store,2,231.34,0.05,439.55,0,186.24,67.07
880,O00844,2024-07-28,C0797,P1039,845.0,In-Store,3,171.77,0.1,463.78,0,101.39,159.60999999999996
881,O00845,2024-12-13,C0618,P0466,846.0,In-Store,2,135.41,0.05,257.28,0,99.14,58.99999999999997
882,O00846,2025-11-28,C0588,P0108,847.0,In-Store,1,29.29,0.2,23.43,0,26.08,-2.6499999999999986
883,O00847,2025-06-06,C0066,P0350,848.0,Online,2,169.74,0.2,271.58,0,102.85,65.88
884,O00848,2024-11-28,C0058,P0711,849.0,In-Store,1,261.54,0.05,248.46,0,133.4,115.06
885,O00849,2024-07-11,C0362,P0133,850.0,In-Store,1,50.24,0.1,45.22,0,28.1,17.119999999999997
886,O00850,2025-03-16,C0745,P0056,851.0,In-Store,1,103.48,0.2,82.78,0,53.97,28.810000000000002
887,O00851,2025-01-09,C0136,P0811,852.0,Online,1,13.23,0.2,10.58,0,7.09,3.49
888,O00852,2025-02-15,C0713,P0623,853.0,In-Store,1,122.49,0.2,97.99,0,79.69,18.299999999999997
889,O00853,2025-07-16,C0552,P0199,854.0,In-Store,2,115.92,0.0,231.84,0,58.8,114.24000000000001
890,O00853,2025-07-16,C0552,P0199,854.0,In-Store,2,115.92,0.0,231.84,0,58.8,114.24000000000001
891,O00854,2025-02-18,C0366,P1124,855.0,Online,1,67.07,0.0,67.07,0,39.38,27.68999999999999
892,O00854,2025-02-18,C0366,P1124,855.0,Online,1,67.07,0.0,67.07,0,39.38,27.68999999999999
893,O00855,2025-02-16,C0542,P0847,856.0,In-Store,1,292.23,0.05,277.62,0,174.31,103.31
894,O00856,2025-01-27,C0615,P0367,857.0,In-Store,1,201.12,0.2,160.9,0,158.65,2.25
895,O00857,2025-05-11,C0339,P0182,858.0,Online,2,60.65,0.2,97.04,0,47.71,1.6200000000000045
896,O00858,2024-10-11,C0701,P0793,859.0,In-Store,1,273.34,0.2,218.67,0,166.17,52.5
897,O00859,2024-09-13,C0351,P0374,860.0,Online,2,190.53,0.1,342.95,0,98.1,146.75
898,O00860,2025-09-06,C0440,P0516,861.0,In-Store,1,242.91,0.1,218.62,0,145.87,72.75
899,O00861,2025-07-12,C0232,P0719,862.0,In-Store,1,330.88,0.0,330.88,0,196.36,134.51999999999998
900,O00862,2025-03-03,C0769,P0192,863.0,In-Store,1,195.65,0.0,195.65,0,128.9,66.75
901,O00863,2025-01-19,C0060,P0764,864.0,Online,1,241.25,0.0,241.25,0,143.88,97.37
902,O00864,2024-11-28,C0541,P0025,865.0,Online,2,83.7,0.2,133.92,0,51.97,29.97999999999999
903,O00865,2025-05-29,C0581,P1153,866.0,In-Store,2,152.8,0.05,290.32,0,103.2,83.91999999999999
904,O00866,2024-04-17,C0635,P1020,867.0,Online,2,45.93,0.05,87.27,0,34.12,19.03
905,O00867,2025-02-18,C0099,P0316,868.0,In-Store,2,150.05,0.05,285.1,0,95.84,93.42000000000002
906,O00868,2025-01-13,C0723,P0363,869.0,In-Store,1,382.32,0.2,305.86,0,193.08,112.78
907,O00869,2025-01-27,C0039,P1100,870.0,In-Store,1,74.54,0.0,74.54,0,42.65,31.890000000000008
908,O00870,2025-08-15,C0319,P0596,871.0,Online,1,291.59,0.05,277.01,0,147.85,129.16
909,O00871,2025-10-23,C0171,P0204,872.0,In-Store,3,200.67,0.05,571.91,0,110.34,240.89
910,O00872,2024-11-23,C0345,P0931,873.0,In-Store,1,121.97,0.2,97.58,0,72.18,25.39999999999999
911,O00873,2024-05-26,C0119,P1135,874.0,Online,2,65.37,0.05,124.2,0,47.87,28.460000000000008
912,O00874,2025-01-11,C0245,P1005,875.0,Online,2,126.49,0.2,202.38,0,113.26,-24.140000000000015
913,O00875,2024-08-17,C0060,P0983,876.0,In-Store,3,149.62,0.0,448.86,0,91.17,175.35000000000002
914,O00876,2024-04-30,C0093,P0656,877.0,In-Store,1,192.95,0.2,154.36,0,102.59,51.77000000000001
915,O00877,2025-06-05,C0658,P0411,878.0,Online,2,232.21,0.05,441.2,0,192.61,55.97999999999996
916,O00878,2025-09-20,C0202,P0599,879.0,In-Store,4,131.38,0.2,420.42,0,67.15,151.82
917,O00879,2025-04-14,C0084,P1004,880.0,Online,1,232.49,0.0,232.49,0,157.88,74.61000000000001
918,O00880,2024-11-15,C0495,P0796,881.0,In-Store,1,87.96,0.1,79.16,0,77.22,1.9399999999999977
919,O00881,2025-03-31,C0715,P0112,882.0,In-Store,1,314.05,0.05,298.35,0,170.67,127.68000000000004
920,O00882,2025-09-01,C0314,P1124,883.0,In-Store,2,67.07,0.05,127.43,0,39.38,48.67
921,O00882,2025-09-01,C0314,P1124,883.0,In-Store,2,67.07,0.05,127.43,0,39.38,48.67
922,O00883,2025-09-10,C0756,P0098,884.0,In-Store,1,120.73,0.1,108.66,0,70.55,38.11
923,O00884,2024-10-21,C0360,P1101,885.0,Online,1,27.41,0.2,21.93,0,17.28,4.649999999999999
924,O00885,2024-10-03,C0536,P0365,886.0,In-Store,2,251.05,0.0,502.1,0,130.95,240.20000000000005
925,O00886,2025-04-15,C0101,P0936,887.0,In-Store,2,168.37,0.05,319.9,0,140.29,39.31999999999999
926,O00887,2025-08-30,C0074,P0416,888.0,In-Store,2,166.68,0.0,333.36,0,149.54,34.28000000000003
927,O00888,2024-11-05,C0390,P0421,889.0,In-Store,20,322.09,0.1,5797.6,0,189.31,2011.4000000000005
928,O00889,2025-11-01,C0246,P0677,890.0,In-Store,3,244.62,0.05,697.17,0,158.03,223.07999999999993
929,O00890,2025-04-12,C0411,P0091,891.0,Online,1,27.29,0.05,25.93,0,20.11,5.82
930,O00891,2024-12-10,C0264,P0865,892.0,In-Store,1,142.08,0.1,127.87,0,111.9,15.969999999999999
931,O00892,2025-01-30,C0669,P0558,893.0,In-Store,1,178.04,0.2,142.43,0,95.35,47.08000000000001
932,O00893,2025-02-09,C0386,P0569,894.0,In-Store,2,18.44,0.2,29.5,0,10.75,8.0
933,O00894,2025-01-01,C0010,P0809,895.0,Online,2,127.42,0.2,203.87,0,77.31,49.25
934,O00895,2025-09-12,C0706,P0456,896.0,Online,2,238.72,0.0,477.44,0,164.22,149.0
935,O00896,2024-09-10,C0698,P1000,897.0,Online,3,144.44,0.1,389.99,0,103.8,78.59000000000003
936,O00897,2025-09-01,C0757,P0525,898.0,In-Store,1,9.95,0.2,7.96,0,7.69,0.2699999999999996
937,O00898,2024-11-23,C0293,P0583,899.0,In-Store,3,13.6,0.0,40.8,0,8.89,14.129999999999995
938,O00899,2025-02-08,C0404,P0413,900.0,In-Store,3,161.51,0.2,387.62,0,95.92,99.86000000000001
939,O00900,2025-09-27,C0530,P0073,901.0,In-Store,2,10.3,0.0,20.6,0,5.33,9.940000000000001
940,O00901,2025-10-07,C0397,P0377,902.0,Online,3,119.09,0.0,357.27,0,95.75,70.01999999999998
941,O00902,2024-05-18,C0630,P0759,903.0,In-Store,1,71.59,0.2,57.27,0,61.68,-4.409999999999997
942,O00903,2025-11-29,C0042,P1031,904.0,In-Store,1,119.03,0.05,113.08,0,94.94,18.14
943,O00904,2025-10-04,C0044,P1164,905.0,Online,1,70.62,0.05,67.09,0,49.22,17.870000000000005
944,O00905,2025-03-02,C0256,P0359,906.0,In-Store,2,86.22,0.0,172.44,0,46.73,78.98
945,O00906,2024-05-31,C0156,P0597,907.0,In-Store,1,105.66,0.05,100.38,0,73.49,26.89
946,O00907,2025-11-27,C0343,P0898,908.0,Online,2,204.25,0.2,326.8,0,167.86,-8.920000000000016
947,O00908,2025-01-27,C0251,P1082,909.0,Online,3,35.93,0.05,102.4,0,21.85,36.849999999999994
948,O00909,2024-05-03,C0325,P0116,910.0,Online,2,196.71,0.0,393.42,0,166.99,59.44
949,O00910,2025-01-05,C0547,P0035,911.0,In-Store,2,270.68,0.1,487.22,0,136.31,214.60000000000002
950,O00911,2025-02-09,C0146,P0212,912.0,In-Store,10,313.84,0.2,2510.7,0,198.95,521.1999999999998
951,O00912,2025-07-31,C0059,P0793,913.0,In-Store,1,273.34,0.05,259.67,0,166.17,93.50000000000003
952,O00913,2024-12-03,C0036,P1154,914.0,In-Store,3,111.2,0.2,266.88,0,72.32,49.920000000000016
953,O00914,2025-01-09,C0660,P0790,915.0,Online,2,70.22,0.2,112.35,0,47.78,16.789999999999992
954,O00915,2025-03-06,C0766,P0486,916.0,In-Store,1,92.81,0.1,83.53,0,58.6,24.93
955,O00916,2025-10-23,C0651,P0931,917.0,In-Store,1,121.97,0.05,115.87,0,72.18,43.69
956,O00917,2025-02-22,C0368,P0458,918.0,Online,1,296.72,0.05,281.88,0,160.55,121.32999999999998
957,O00918,2024-09-29,C0397,P0526,919.0,In-Store,1,197.85,0.0,197.85,0,127.57,70.28
958,O00919,2025-03-09,C0307,P0294,920.0,Online,3,139.28,0.2,334.27,0,76.63,104.38
959,O00920,2025-10-04,C0554,P0464,921.0,In-Store,1,30.5,0.1,27.45,0,25.66,1.7899999999999991
960,O00921,2024-04-30,C0415,P0862,922.0,In-Store,2,105.88,0.2,169.41,0,85.38,-1.3499999999999943
961,O00922,2025-01-04,C0397,P0949,923.0,In-Store,3,65.96,0.2,158.3,0,34.58,54.56000000000002
962,O00923,2025-02-20,C0542,P0421,924.0,Online,1,322.09,0.05,305.99,0,189.31,116.68
963,O00924,2024-05-21,C0746,P0744,925.0,In-Store,2,190.33,0.2,304.53,0,109.86,84.80999999999997
964,O00925,2025-07-05,C0314,P0437,926.0,In-Store,2,31.48,0.0,62.96,0,24.05,14.86
965,O00926,2025-01-31,C0463,P0615,927.0,In-Store,2,92.09,0.2,147.34,0,63.28,20.78
966,O00927,2025-10-16,C0222,P0691,928.0,In-Store,4,258.99,0.2,828.77,0,156.94,201.01
967,O00928,2025-10-19,C0442,P0369,929.0,In-Store,1,314.41,0.05,298.69,0,197.87,100.82
